text,intent
can you set a timer on spotify,set_alarm
"hey, new alarm right now",set_alarm
just search the web for in new york,search_web
can you gotta go in london,farewell
could you tell me something funny,joke
can you wake me up about space,set_alarm
"ok, go to",open_app
"ok, open up",open_app
"hey assistant, add an alarm at 7 am",set_alarm
"hey, can you google",search_web
hiya buddy,greeting
create a timer at 7 am,set_alarm
is it sunny,weather
could you timer for,set_alarm
could you i want to listen to music quickly,play_music
"hey, do i need an umbrella",weather
just boot up,open_app
"hey assistant, say a joke",joke
just hi there in new york,greeting
please hiya,greeting
resume playback,play_music
would you mind if you set a timer on youtube,set_alarm
i need you to tell me something funny about space,joke
"ok, i'm leaving",farewell
"ok, open the app",open_app
what's the clock say for 10 minutes,time
i need you to search the web for for me,search_web
find information about buddy,search_web
"hey, go to tomorrow",open_app
i need you to could you tell me the time,time
could you tell me the time,time
"ok, i'm leaving buddy",farewell
make me laugh about dogs,joke
just new alarm,set_alarm
could you what's the clock say,time
"ok, tell me the forecast",weather
"hey assistant, do you know any jokes now",joke
"hey, can you google now",search_web
can you tell me about tomorrow,search_web
would you mind if you tell me a joke,joke
could you wake me up in new york,set_alarm
"hey assistant, play a song assistant",play_music
can you set a timer,set_alarm
could you resume playback friend,play_music
"ok, say a joke about space",joke
would you mind if you music please,play_music
"hey, open up about space",open_app
"ok, good afternoon",greeting
"hey assistant, start playing music",play_music
would you mind if you show me,open_app
could you start in new york,open_app
i need you to what's up friend,greeting
"ok, play a song",play_music
can you what is please,search_web
"ok, goodbye about dogs",farewell
"hey assistant, google in new york",search_web
can you how is the weather in new york,weather
could you tell me something funny,joke
just timer for,set_alarm
please play a song,play_music
can you search the web for,search_web
would you mind if you new alarm,set_alarm
please create a timer quickly,set_alarm
"ok, new alarm on youtube",set_alarm
would you mind if you search the web for,search_web
i need you to tell me a joke,joke
can you what is the time for 10 minutes,time
please current time please in london,time
"hey assistant, search for",search_web
i need you to talk to you soon about dogs,farewell
would you mind if you talk to you soon about space,farewell
can you do i need an umbrella on spotify,weather
just set an alarm about space,set_alarm
i need you to shuffle my songs,play_music
please search for at 7 am,search_web
can you bye,farewell
hi about dogs,greeting
would you mind if you how are you in new york,greeting
just what's up,greeting
"ok, could you tell me the time at 7 am",time
"ok, tell me the time friend",time
"hey, say a joke",joke
"ok, can you open for 10 minutes",open_app
"ok, google on youtube",search_web
i need you to crack a joke,joke
could you what's up,greeting
"hey assistant, make me laugh buddy",joke
"ok, is it sunny buddy",weather
"hey assistant, hi there",greeting
could you search the web for,search_web
i need you to start playing music,play_music
would you mind if you do i need an umbrella for 10 minutes,weather
"hey assistant, look up now",search_web
how is the weather about dogs,weather
"ok, is it sunny for 10 minutes",weather
i need you to create a timer right now,set_alarm
could you could you tell me the time for 10 minutes,time
would you mind if you how is the weather in new york,weather
just see you later right now,farewell
"hey, boot up",open_app
please do you know the time assistant,time
could you talk to you soon,farewell
can you what's the clock say about space,time
could you crack a joke in london,joke
would you mind if you open up in new york,open_app
please open up,open_app
"hey assistant, remind me tomorrow",set_alarm
just tell me a joke on spotify,joke
i need you to catch you later buddy,farewell
"ok, tell me a joke",joke
just tell me the forecast,weather
i need you to what is the temperature tomorrow,weather
"hey assistant, say a joke today",joke
could you play some tunes,play_music
just talk to you soon,farewell
"hey assistant, do i need an umbrella tomorrow",weather
would you mind if you see you later,farewell
what is the temperature,weather
i need you to tell me something funny about dogs,joke
"hey, search for",search_web
i need you to show me,open_app
would you mind if you make me laugh,joke
would you mind if you set an alarm,set_alarm
i need you to look up,search_web
could you have a good one,farewell
just crack a joke,joke
"hey assistant, hi",greeting
can you open,open_app
"hey assistant, what's the clock say at 7 am",time
would you mind if you play some tunes,play_music
farewell,farewell
tell me the forecast,weather
"hey, play some music about space",play_music
"hey assistant, good morning",greeting
"hey, peace out",farewell
just hi there,greeting
please wake me up,set_alarm
"hey, make me laugh",joke
"hey assistant, what's up",greeting
can you set a timer at 7 am,set_alarm
could you could you tell me the time,time
could you hey,greeting
just howdy,greeting
resume playback,play_music
"ok, is it raining outside right now",weather
"hey, start playing music now",play_music
would you mind if you open up,open_app
would you mind if you wake me up,set_alarm
"hey, play some tunes",play_music
wake me up today,set_alarm
can you play some music,play_music
please make me laugh,joke
just new alarm about space,set_alarm
"ok, good morning about dogs",greeting
would you mind if you have a good one,farewell
please search for,search_web
show me in london,open_app
"hey assistant, see you later at 7 am",farewell
can you good afternoon in new york,greeting
please say a joke quickly,joke
please set a timer,set_alarm
can you do you know any jokes about dogs,joke
would you mind if you show me for 10 minutes,open_app
i need you to hello,greeting
"hey, shuffle my songs about dogs",play_music
can you is it sunny about space,weather
please what's the weather like,weather
would you mind if you play some tunes,play_music
"ok, search the web for",search_web
just good evening,greeting
say a joke about dogs,joke
can you is it sunny on youtube,weather
"ok, open the app assistant",open_app
would you mind if you search for on youtube,search_web
i need you to music please tomorrow,play_music
would you mind if you bye about space,farewell
would you mind if you go to,open_app
